input_id	path	role	trust_grade	frozen_ref	sha256_observed	sha256_expected	expected_source	verdict	bytes
3A_ss_9Z6Y_A	analysis/stage3a_structural_core/g2r/results/rt_ss/9Z6Y_A.ss.tsv	per-residue secondary structure (route A/B)	FROZEN	stage3a 67c137ba	fda17a2365b80d13c1890def6966733657de070247a41ef6de7bd6cb2c059c41	fda17a2365b80d13c1890def6966733657de070247a41ef6de7bd6cb2c059c41	git blob 67c137ba	MATCH	14044
3A_ss_9Z6Y_H	analysis/stage3a_structural_core/g2r/results/rt_ss/9Z6Y_H.ss.tsv	per-residue secondary structure (route A/B)	FROZEN	stage3a 67c137ba	e963253e3550ef7e62967132d2e6ae43ccccf22301807e80b92f925631f42672	e963253e3550ef7e62967132d2e6ae43ccccf22301807e80b92f925631f42672	git blob 67c137ba	MATCH	21202
3A_ss_9Z6Z_A	analysis/stage3a_structural_core/g2r/results/rt_ss/9Z6Z_A.ss.tsv	per-residue secondary structure (route A/B)	FROZEN	stage3a 67c137ba	c9eed40b8868d40a27c772d1d152bd64d41eb7a7610773db880b15fe6a2878c0	c9eed40b8868d40a27c772d1d152bd64d41eb7a7610773db880b15fe6a2878c0	git blob 67c137ba	MATCH	14111
3A_ss_9Z6Z_H	analysis/stage3a_structural_core/g2r/results/rt_ss/9Z6Z_H.ss.tsv	per-residue secondary structure (route A/B)	FROZEN	stage3a 67c137ba	cdb352c7fedf199c3fad50be7aa5fc9b10df06581a26ee2742fbf2278f0698ef	cdb352c7fedf199c3fad50be7aa5fc9b10df06581a26ee2742fbf2278f0698ef	git blob 67c137ba	MATCH	21260
3A_freeze_rt_pdp_p4.residues.tsv	analysis/stage3a_structural_core/g2r/results/rt_pdp_p4.residues.tsv	partition file vs freeze record	FROZEN	RT_PARTITION_FREEZE_sha256.txt (76526444)	915f2825c1526f7c50bc06a3c7c9f39d6c892737846bd3c6e7d08fd763a56c0a	915f2825c1526f7c50bc06a3c7c9f39d6c892737846bd3c6e7d08fd763a56c0a	RT_PARTITION_FREEZE_sha256.txt	MATCH	795893
3A_freeze_rt_pdp_p4.summary.tsv	analysis/stage3a_structural_core/g2r/results/rt_pdp_p4.summary.tsv	partition file vs freeze record	FROZEN	RT_PARTITION_FREEZE_sha256.txt (76526444)	996cf6a15c07cbd9c416990c7037c1106b057b40a92a6202879474a714c92a8f	996cf6a15c07cbd9c416990c7037c1106b057b40a92a6202879474a714c92a8f	RT_PARTITION_FREEZE_sha256.txt	MATCH	3886
3A_freeze_rt_pdp_primary.residues.tsv	analysis/stage3a_structural_core/g2r/results/rt_pdp_primary.residues.tsv	partition file vs freeze record	FROZEN	RT_PARTITION_FREEZE_sha256.txt (76526444)	79fc0f4209dc302a2bf431b2f31511808ab7f141d265e18bec26138cc022d97a	79fc0f4209dc302a2bf431b2f31511808ab7f141d265e18bec26138cc022d97a	RT_PARTITION_FREEZE_sha256.txt	MATCH	795893
3A_freeze_rt_pdp_primary.summary.tsv	analysis/stage3a_structural_core/g2r/results/rt_pdp_primary.summary.tsv	partition file vs freeze record	FROZEN	RT_PARTITION_FREEZE_sha256.txt (76526444)	d9ecb860400fb060c71c68e9c681b69357bbfbdfacb0860dd9f8d8462c3e8a57	d9ecb860400fb060c71c68e9c681b69357bbfbdfacb0860dd9f8d8462c3e8a57	RT_PARTITION_FREEZE_sha256.txt	MATCH	3886
cat3b_g1:INPUTS.tsv	results/cat3b_g1_population_freeze/INPUTS.tsv	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	c8ab4d560756845d086f6738c896a174708561e17e9a12fc64aa0be0101f0eb5	c8ab4d560756845d086f6738c896a174708561e17e9a12fc64aa0be0101f0eb5	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	10425
cat3b_g1:MANIFEST.tsv	results/cat3b_g1_population_freeze/MANIFEST.tsv	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	57677f8dd251e83c4232bc74a4cdad02957fc27023c646adfc54703bd820d5b0	57677f8dd251e83c4232bc74a4cdad02957fc27023c646adfc54703bd820d5b0	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	382
cat3b_g1:PROVENANCE.md	results/cat3b_g1_population_freeze/PROVENANCE.md	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	362d16606daf6cb119b7421e73d0588144748ad63aa3f65da7bcec1cf194394d	362d16606daf6cb119b7421e73d0588144748ad63aa3f65da7bcec1cf194394d	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	809
cat3b_g1:README.md	results/cat3b_g1_population_freeze/README.md	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	be9f7c6959a60c914c1b3384685b8ed2edc086ae82279e6f6adca0b4fe55768e	be9f7c6959a60c914c1b3384685b8ed2edc086ae82279e6f6adca0b4fe55768e	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	967
cat3b_g1:env.lock	results/cat3b_g1_population_freeze/env.lock	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	6711ca3943f06a07272d77cfae6af6fbf95b180bba25d663dc9d9b368131583f	6711ca3943f06a07272d77cfae6af6fbf95b180bba25d663dc9d9b368131583f	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	13664
cat3b_g1:run.sh	results/cat3b_g1_population_freeze/run.sh	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	b595617540820b83cb9e221989241f2be97d04d4a685fc6a57a95ba82bdc0a73	b595617540820b83cb9e221989241f2be97d04d4a685fc6a57a95ba82bdc0a73	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	486
cat3b_g1:scripts/__pycache__/attribution.cpython-312.pyc	results/cat3b_g1_population_freeze/scripts/__pycache__/attribution.cpython-312.pyc	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze		b97b90ebf3236238508c46ce38bec6d4723ab1a50d39fd5f2d1b90426a6b48d2	results/cat3b_g1_population_freeze/OUTPUTS.tsv	PYCACHE_SEALED_NOT_PRESENT	
cat3b_g1:scripts/__pycache__/truth_schema.cpython-312.pyc	results/cat3b_g1_population_freeze/scripts/__pycache__/truth_schema.cpython-312.pyc	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze		6335f59b4312bde6561b93f937ba4390414b6094aded38c873d5dab37d937b67	results/cat3b_g1_population_freeze/OUTPUTS.tsv	PYCACHE_SEALED_NOT_PRESENT	
cat3b_g1:scripts/attribution.py	results/cat3b_g1_population_freeze/scripts/attribution.py	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	11b4e54622291c960e91fbe3d0780e2350101ac707fa6237cfcf7a16cfce83cb	11b4e54622291c960e91fbe3d0780e2350101ac707fa6237cfcf7a16cfce83cb	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	3644
cat3b_g1:scripts/scan.py	results/cat3b_g1_population_freeze/scripts/scan.py	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	6e3481ee5a636b60da14342d940657c8ff29042928823e5c865f96ff9212e1b6	6e3481ee5a636b60da14342d940657c8ff29042928823e5c865f96ff9212e1b6	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	7313
cat3b_g1:scripts/stamp_tiers.py	results/cat3b_g1_population_freeze/scripts/stamp_tiers.py	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	cbe634bfc2140688332bab1cb4ae3ff44abd20c69ae64580d0662d9653bfe9c3	cbe634bfc2140688332bab1cb4ae3ff44abd20c69ae64580d0662d9653bfe9c3	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	1628
cat3b_g1:scripts/truth_schema.py	results/cat3b_g1_population_freeze/scripts/truth_schema.py	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	9ed3b5d4fe48d8975da20e25505117d54b72525bc52ecfbedeee1dce23b87792	9ed3b5d4fe48d8975da20e25505117d54b72525bc52ecfbedeee1dce23b87792	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	1432
cat3b_g1:scripts/verify_population.py	results/cat3b_g1_population_freeze/scripts/verify_population.py	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	0c9073fef61fc2a294bfd8464c8096c589d6e7608411e69b6ffb83fd91f08111	0c9073fef61fc2a294bfd8464c8096c589d6e7608411e69b6ffb83fd91f08111	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	1003
cat3b_g1:tables/g1_declared_criteria.tsv	results/cat3b_g1_population_freeze/tables/g1_declared_criteria.tsv	USED: resolution cut	FROZEN	cat3b_g1_population_freeze	146d1ccf16c141abf9b2140d45eadd695b60362a2dff7f7e865f3377ae3ab244	146d1ccf16c141abf9b2140d45eadd695b60362a2dff7f7e865f3377ae3ab244	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	563
cat3b_g1:tables/g1_population.tsv	results/cat3b_g1_population_freeze/tables/g1_population.tsv	USED: 3B population	FROZEN	cat3b_g1_population_freeze	8548b98c0c5e5b11f9561e74fbf8a56a2550eef0720bcce5aa9f994bc20b2d6d	8548b98c0c5e5b11f9561e74fbf8a56a2550eef0720bcce5aa9f994bc20b2d6d	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	13297
cat3b_g1:tables/g1_population_digest.txt	results/cat3b_g1_population_freeze/tables/g1_population_digest.txt	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	01b98a0a494b5f7843066a6d7380aac30c1012124ef4cbbb8d22d65103b4bafd	01b98a0a494b5f7843066a6d7380aac30c1012124ef4cbbb8d22d65103b4bafd	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	65
cat3b_g1:tables/g1_tool_pins.tsv	results/cat3b_g1_population_freeze/tables/g1_tool_pins.tsv	bundle member (integrity only)	FROZEN	cat3b_g1_population_freeze	18d7e67484f5ae2bcaca382b1d7b52fa236268a408cb26705175d3ba1fc29005	18d7e67484f5ae2bcaca382b1d7b52fa236268a408cb26705175d3ba1fc29005	results/cat3b_g1_population_freeze/OUTPUTS.tsv	MATCH	524
cat3b_g2:INPUTS.tsv	results/cat3b_g2_contract_and_thresholds/INPUTS.tsv	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	56f72432656fbb5dac672a3f9d3e4ddc2498a3c5666c3f5e8ba9fe66fb4f3518	56f72432656fbb5dac672a3f9d3e4ddc2498a3c5666c3f5e8ba9fe66fb4f3518	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	845
cat3b_g2:MANIFEST.tsv	results/cat3b_g2_contract_and_thresholds/MANIFEST.tsv	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	431d1eed10e5ccd4dc2eb719d2c4bb0c9f095103fbd48ea03899519199d08c94	431d1eed10e5ccd4dc2eb719d2c4bb0c9f095103fbd48ea03899519199d08c94	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	485
cat3b_g2:PROVENANCE.md	results/cat3b_g2_contract_and_thresholds/PROVENANCE.md	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	a83fa5b88c7625543b0060ea26679759dae172ec3eb6f1857b9497c3386f7d71	a83fa5b88c7625543b0060ea26679759dae172ec3eb6f1857b9497c3386f7d71	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	821
cat3b_g2:README.md	results/cat3b_g2_contract_and_thresholds/README.md	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	986dbb1c3a301d7a8a3c8c638ad4ff080136cdd5c1345aa815d60a4bbd719392	986dbb1c3a301d7a8a3c8c638ad4ff080136cdd5c1345aa815d60a4bbd719392	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	1383
cat3b_g2:env.lock	results/cat3b_g2_contract_and_thresholds/env.lock	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	6711ca3943f06a07272d77cfae6af6fbf95b180bba25d663dc9d9b368131583f	6711ca3943f06a07272d77cfae6af6fbf95b180bba25d663dc9d9b368131583f	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	13664
cat3b_g2:run.sh	results/cat3b_g2_contract_and_thresholds/run.sh	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	8571172313aec038ec20f8b756446f85e4ec7823277f39e18d74b3bfa306feec	8571172313aec038ec20f8b756446f85e4ec7823277f39e18d74b3bfa306feec	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	452
cat3b_g2:scripts/__pycache__/detector.cpython-312.pyc	results/cat3b_g2_contract_and_thresholds/scripts/__pycache__/detector.cpython-312.pyc	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds		f0dd81ee5df4c0b73562e3775a8ea70ab45f5582c8f6d1e9076de7728a665286	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	PYCACHE_SEALED_NOT_PRESENT	
cat3b_g2:scripts/anticircularity_check.py	results/cat3b_g2_contract_and_thresholds/scripts/anticircularity_check.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	d5ba12e4fdade2614b4768c1ff2dd4f86d7d77ad71ce05c72c9d0bf9a9357ad6	d5ba12e4fdade2614b4768c1ff2dd4f86d7d77ad71ce05c72c9d0bf9a9357ad6	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	2197
cat3b_g2:scripts/attribution.py	results/cat3b_g2_contract_and_thresholds/scripts/attribution.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	11b4e54622291c960e91fbe3d0780e2350101ac707fa6237cfcf7a16cfce83cb	11b4e54622291c960e91fbe3d0780e2350101ac707fa6237cfcf7a16cfce83cb	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	3644
cat3b_g2:scripts/detector.py	results/cat3b_g2_contract_and_thresholds/scripts/detector.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	e63873b29cdcabddf56db56d1f838d3abc6c995b8e8d49de2a75c96b49151a33	e63873b29cdcabddf56db56d1f838d3abc6c995b8e8d49de2a75c96b49151a33	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	2540
cat3b_g2:scripts/evaluate_tierA.py	results/cat3b_g2_contract_and_thresholds/scripts/evaluate_tierA.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	a5a1086c573abe8fb735d76a1090a2f45790994aeceeb0bf248441b08d678b97	a5a1086c573abe8fb735d76a1090a2f45790994aeceeb0bf248441b08d678b97	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	3695
cat3b_g2:scripts/scan.py	results/cat3b_g2_contract_and_thresholds/scripts/scan.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	6e3481ee5a636b60da14342d940657c8ff29042928823e5c865f96ff9212e1b6	6e3481ee5a636b60da14342d940657c8ff29042928823e5c865f96ff9212e1b6	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	7313
cat3b_g2:scripts/sensitivity_tierA.py	results/cat3b_g2_contract_and_thresholds/scripts/sensitivity_tierA.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	dcfd52ab45083e5a21d5020c87de61d04ff420419dfe9303089609580980297d	dcfd52ab45083e5a21d5020c87de61d04ff420419dfe9303089609580980297d	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	4781
cat3b_g2:scripts/truth_schema.py	results/cat3b_g2_contract_and_thresholds/scripts/truth_schema.py	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	9ed3b5d4fe48d8975da20e25505117d54b72525bc52ecfbedeee1dce23b87792	9ed3b5d4fe48d8975da20e25505117d54b72525bc52ecfbedeee1dce23b87792	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	1432
cat3b_g2:tables/ANTICIRCULARITY_CONTRACT.tsv	results/cat3b_g2_contract_and_thresholds/tables/ANTICIRCULARITY_CONTRACT.tsv	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	73a12d6e6164c2ed04280297d103d8e83f1fab3a5b58a2bd16c540489f444782	73a12d6e6164c2ed04280297d103d8e83f1fab3a5b58a2bd16c540489f444782	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	3583
cat3b_g2:tables/G2_SENSITIVITY_TIERA.tsv	results/cat3b_g2_contract_and_thresholds/tables/G2_SENSITIVITY_TIERA.tsv	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	70f9fc1de3aa31930a3813a8c78e1ed748f693c21446f8833a9e1eeb9553a52e	70f9fc1de3aa31930a3813a8c78e1ed748f693c21446f8833a9e1eeb9553a52e	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	1763
cat3b_g2:tables/G2_TIERA_EVALUATION.tsv	results/cat3b_g2_contract_and_thresholds/tables/G2_TIERA_EVALUATION.tsv	USED: frozen detector Tier-A output	FROZEN	cat3b_g2_contract_and_thresholds	75a81eeb4b37dd5e6c5c40c30126e0c2b400d6a6e8b799ea027e9de8411cef43	75a81eeb4b37dd5e6c5c40c30126e0c2b400d6a6e8b799ea027e9de8411cef43	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	2630
cat3b_g2:tables/TRUTH_TABLE.tsv	results/cat3b_g2_contract_and_thresholds/tables/TRUTH_TABLE.tsv	USED: 3B truth (Tier-A rows only)	FROZEN	cat3b_g2_contract_and_thresholds	35cbba7cf9223f506fe57827c70bb627b33cf2ad39f90be17978feadf1d887c2	35cbba7cf9223f506fe57827c70bb627b33cf2ad39f90be17978feadf1d887c2	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	29656
cat3b_g2:tables/g2_anticircularity_result.txt	results/cat3b_g2_contract_and_thresholds/tables/g2_anticircularity_result.txt	bundle member (integrity only)	FROZEN	cat3b_g2_contract_and_thresholds	312c145e20ced61fa0ae6581be2e64f70b5690ccb76aa5165a75adde516fad28	312c145e20ced61fa0ae6581be2e64f70b5690ccb76aa5165a75adde516fad28	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	346
cat3b_g2:tables/g2_frozen_parameters.tsv	results/cat3b_g2_contract_and_thresholds/tables/g2_frozen_parameters.tsv	USED: frozen detector parameters and PARTIAL scope	FROZEN	cat3b_g2_contract_and_thresholds	f6a1a3f9d7c12651337ee51414293c8204ff6b8298f0052461216263808c02e4	f6a1a3f9d7c12651337ee51414293c8204ff6b8298f0052461216263808c02e4	results/cat3b_g2_contract_and_thresholds/OUTPUTS.tsv	MATCH	921
rt07_g4b:code/freeze.py	results/rt07_g4b_production_mapper/code/freeze.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ac2cef99d8790b0e4e7cbb8f150c1d1bbe22ebec46e53a426524a4058b0d7d95	ac2cef99d8790b0e4e7cbb8f150c1d1bbe22ebec46e53a426524a4058b0d7d95	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	9298
rt07_g4b:code/rtmap/crosswalk.py	results/rt07_g4b_production_mapper/code/rtmap/crosswalk.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	0bf6cbc17cd940f370a1fac6593567ef3785a824212aaa458b324c067e8bff04	0bf6cbc17cd940f370a1fac6593567ef3785a824212aaa458b324c067e8bff04	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	4943
rt07_g4b:code/rtmap/__init__.py	results/rt07_g4b_production_mapper/code/rtmap/__init__.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	0
rt07_g4b:code/rtmap/mapper.py	results/rt07_g4b_production_mapper/code/rtmap/mapper.py	USED: frozen mapper	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	69575dc7ac74f6094bda3c35df100d0f8f5a0e4c25142ac61c5d1026f10fceef	69575dc7ac74f6094bda3c35df100d0f8f5a0e4c25142ac61c5d1026f10fceef	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	7079
rt07_g4b:code/rtmap/params.py	results/rt07_g4b_production_mapper/code/rtmap/params.py	USED: frozen parameters	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	a3873a6b5c90ffa727cb3d95511117a327af4e95cb540b9a296542959a3ce775	a3873a6b5c90ffa727cb3d95511117a327af4e95cb540b9a296542959a3ce775	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	6850
rt07_g4b:code/rtmap/run_mapper.py	results/rt07_g4b_production_mapper/code/rtmap/run_mapper.py	USED: production runner	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ee0397d2aa1b813d01329250eb91c84cf2b507aa4c51781eee20bfeaf7c6c712	ee0397d2aa1b813d01329250eb91c84cf2b507aa4c51781eee20bfeaf7c6c712	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	29817
rt07_g4b:code/rtmap/schema.py	results/rt07_g4b_production_mapper/code/rtmap/schema.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	696a29887bc0dbe9c3e30bbc0d1c8ec6d9a3b80809ac840839986071260c0d15	696a29887bc0dbe9c3e30bbc0d1c8ec6d9a3b80809ac840839986071260c0d15	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	10547
rt07_g4b:code/rtmap/version.py	results/rt07_g4b_production_mapper/code/rtmap/version.py	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	da308090364b0ed4b036cea88a2c2ab2b8df72391b4bb9601b6fe30756c864b3	da308090364b0ed4b036cea88a2c2ab2b8df72391b4bb9601b6fe30756c864b3	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	8839
rt07_g4b:control/CATALYTIC_MULTIMOTIF_RULE.md	results/rt07_g4b_production_mapper/control/CATALYTIC_MULTIMOTIF_RULE.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	d37083dbbf905771e2c4b1ea7a0b75b8061bab567fbd1f2951a23da0a3a3bece	d37083dbbf905771e2c4b1ea7a0b75b8061bab567fbd1f2951a23da0a3a3bece	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3634
rt07_g4b:control/CATALYTIC_STATE_FROZEN.tsv	results/rt07_g4b_production_mapper/control/CATALYTIC_STATE_FROZEN.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	d6fc130148995e2320b7cec8047e920c0f26369b75a4f6e7922aefb2cff8ca78	d6fc130148995e2320b7cec8047e920c0f26369b75a4f6e7922aefb2cff8ca78	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	417
rt07_g4b:control/CROSSWALK_RT0_RT7.tsv	results/rt07_g4b_production_mapper/control/CROSSWALK_RT0_RT7.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	88fd7d4686a3ac593a2ba03529561bb8e2ed1a318c99ab1e3ee02d0e39b7f25f	88fd7d4686a3ac593a2ba03529561bb8e2ed1a318c99ab1e3ee02d0e39b7f25f	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2853
rt07_g4b:control/FROZEN_ANCHORS.tsv	results/rt07_g4b_production_mapper/control/FROZEN_ANCHORS.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	c48315aef8dccdcee1f41ebef512cc69a63e51cfad22df28c73a84c564a30e49	c48315aef8dccdcee1f41ebef512cc69a63e51cfad22df28c73a84c564a30e49	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	2497
rt07_g4b:control/SUPPORT_RULE_ADDENDUM_1.md	results/rt07_g4b_production_mapper/control/SUPPORT_RULE_ADDENDUM_1.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	2ce0ba0d8ebc2dd1681a7df3f30e2a67915ad1228763b19fdd0336c6158f23fc	2ce0ba0d8ebc2dd1681a7df3f30e2a67915ad1228763b19fdd0336c6158f23fc	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	4041
rt07_g4b:control/SUPPORT_RULE_FROZEN.tsv	results/rt07_g4b_production_mapper/control/SUPPORT_RULE_FROZEN.tsv	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	ecb0451e9680de2edec76836ab630cee9c6526d2c429fbaf045b4f6e6acd7057	ecb0451e9680de2edec76836ab630cee9c6526d2c429fbaf045b4f6e6acd7057	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	925
rt07_g4b:docs/CROSSWALK_RT0_RT7.md	results/rt07_g4b_production_mapper/docs/CROSSWALK_RT0_RT7.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	fd28d44c33efa0acdc9cae788fdaeb55c29237ca25c62738bd328a438d48d95c	fd28d44c33efa0acdc9cae788fdaeb55c29237ca25c62738bd328a438d48d95c	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	3929
rt07_g4b:docs/G5_EXECUTION_PLAN.md	results/rt07_g4b_production_mapper/docs/G5_EXECUTION_PLAN.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	22dec411157635954fa6a23ddce01a90ba2590a607e786cf114232d6142d0c44	22dec411157635954fa6a23ddce01a90ba2590a607e786cf114232d6142d0c44	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	11680
rt07_g4b:docs/G6_ANALYSIS_PLAN.md	results/rt07_g4b_production_mapper/docs/G6_ANALYSIS_PLAN.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	035361ddf6fc567d4efe9c604c28d797d0605b151cc6aa7a2bcb406b19cf8938	035361ddf6fc567d4efe9c604c28d797d0605b151cc6aa7a2bcb406b19cf8938	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	5109
rt07_g4b:docs/G7_STRUCTURE_PLAN.md	results/rt07_g4b_production_mapper/docs/G7_STRUCTURE_PLAN.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	d8ccfd898f86ca08e6eb313527c4f166a4cf624ea763a35e3e93e3469932b068	d8ccfd898f86ca08e6eb313527c4f166a4cf624ea763a35e3e93e3469932b068	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	6154
rt07_g4b:docs/OUTPUT_SCHEMA.md	results/rt07_g4b_production_mapper/docs/OUTPUT_SCHEMA.md	bundle member (integrity only)	FROZEN	rt07_g4b_production_mapper (rtmap-1.0.0/53a1e738a19b3896)	d0d1919ef6640fbc0efabf8bb3ad0df9683734a8e02b5baa4fabe8e6491af743	d0d1919ef6640fbc0efabf8bb3ad0df9683734a8e02b5baa4fabe8e6491af743	results/rt07_g4b_production_mapper/OUTPUTS.tsv	MATCH	11073
